FIPS,y,BreachesPer100K,CensusMean,OpProfitMargin,CapitalExp,OpIncome,AR,BadDebt,BedUtil,OutpatientVisits,ALOS,Pop2020,PopDensity,Native,Hispanic,Black,Asian,Prop65,UE2019,Poverty,AcuteBeds,CMI,PedTrauma,MedCenter
29021,0,0,191.4,-0.031,27107539,-19314574,229922728,14225519,0.544,442743,4.5,87364,82.62560576,0.002,0.065,0.054,0.010507761,0.167,3.1,15.6,352,1.73,0,0
29023,1,2.3541598,119.2,0.2,811,45582700,68095555,35911743,0.537,96327,4.3,42478,23.60955579,0.005,0.021,0.057,0.006379773,0.192,4.7,20.5,220,1.25,0,0
29031,1,1.267893142,106,-0.005,26383383,-1363646.5,151778629.5,27539888.5,0.4135,181116.5,5.15,78871,52.63687341,0.001,0.023,0.075,0.015772591,0.171,2.9,13.8,464,1.885,0,0
29051,1,1.303016483,55.5,-0.211,14383759.5,-34151302.5,16580898,8823330.5,0.429,113549,4,76745,75.68488738,0.003,0.028,0.116,0.014072578,0.173,2.6,8.9,267,1.635,0,0
29071,0,0,60.4,0.152,3309208,29365381,56355511,10716378,0.431,189252,3.7,103967,43.50288171,0.002,0.017,0.007,0.005405561,0.18,3.2,9.2,173,1.495,0,0
29077,0,0,538.5666667,0.007333333,85886361.67,-2986216.667,652524720,112437064,0.663,646830.3333,5.266666667,293086,167.5656992,0.005,0.036,0.032,0.019014897,0.168,2.7,15.5,1261,1.92,0,0
29083,0,0,15.1,-0.064,9190858,-7861277,52091944,13136356,0.359,98037,3.3,21824,12.09035066,0.005,0.023,0.013,0.003390762,0.221,3.7,16.8,42,1.35,0,0
29091,0,0,52.8,-0.193,10484169,-29538514,27774517,7580117,0.475,112250,5.4,40117,16.70454264,0.005,0.021,0.005,0.004437022,0.201,4.1,21.3,128,1.325,0,0
29095,0,0,206.6444444,0.051777778,44242856.11,1165537.556,110678984.4,33050192,0.658,226768.7778,5.1,703011,449.0103892,0.003,0.089,0.234,0.018269984,0.154,3.7,13,1850,1.704,0,1
29097,0,0,183.9,0.0685,12120913,22136828,83542317.5,29455677.5,0.611,303951.5,5,121328,73.36649679,0.014,0.079,0.019,0.010830146,0.16,3,16.6,626,1.637,0,0
29099,0,0,114.2,0.087,4268492,16645869,55790491,9833549,0.526,106058,4.1,225081,132.3736991,0.003,0.019,0.009,0.007312923,0.155,3.1,8.7,279,1.61,0,0
29105,0,0,11.1,0.125,1873502,9958099,22176882,7589802,0.259,67340,2.6,35723,18.03676452,0.005,0.024,0.006,0.003275201,0.178,6.9,15.4,43,1.42,0,0
29147,0,0,6.6,-0.247,5555654,-16548578,27538109,2226490,0.183,41188,3,22092,9.726474306,0.002,0.017,0.028,0.014032229,0.156,3,19.8,38,1.13,0,0
29159,0,0,45.4,0.049,3469001,6860254,65953933,14920010,0.421,67416,5.2,42339,23.96157977,0.001,0.087,0.032,0.004558445,0.171,3.5,16.6,108,1.44,0,0
29161,0,0,58.1,0.309,30452797,70984891,37072490,39432434,0.303,107894,4,44573,25.61816059,0.007,0.025,0.025,0.037758284,0.17,3.3,18.1,172,1.4,0,0
29165,0,0,74.6,-0.02,29618249,-2982556,20370023,22346827,0.612,47962,5.2,104418,96.03946051,0.002,0.059,0.066,0.025627765,0.15,2.7,5.8,118,1.41,0,0
29167,0,0,23.1,-0.19,4527245,-29274299,16769481,17078713,0.445,167489,3.5,32149,19.53151862,0.01,0.024,0.009,0.004914616,0.183,3.4,16.2,52,1.64,0,0
29175,0,0,11,0.152,2096913,7681180,16155745,8104212,0.296,15149,3.8,24748,19.79494947,0.005,0.02,0.058,0.004848877,0.172,3.9,17.6,33,1.38,0,0
29183,0,0,116.35,-0.1535,5985773.5,-30778565,30679308,15579741.5,0.4165,159220,4.6,402022,276.9442806,0.001,0.032,0.044,0.024080772,0.158,2.5,5.7,613,1.558,0,0
29187,0,0,32.3,-0.006,9316758,-578988,10991612,7227851,0.31,66577,3.5,67215,57.43169034,0.002,0.015,0.044,0.00508815,0.166,3.7,19,95,1.29,0,0
29189,2,0.201165756,1524.783333,0.014083333,6823914387,180161361,1084302342,178722575.8,0.560583333,1429199.083,5.216666667,994205,756.493165,0.002,0.028,0.24,0.041843483,0.185,3.1,10.5,3985,1.829,0,0
29213,0,0,74.7,0.07,5309143,15504961,123277975,24582313,0.519,161830,4.8,55928,34.14843138,0.009,0.058,0.012,0.008475182,0.221,5.1,15.4,111,1.57,0,0
29510,2,0.66538912,1087.633333,-0.029,292169504.3,-3609315,837188420.3,102600430.3,0.732666667,676999.6667,6.566666667,300576,1879.596797,0.002,0.04,0.468,0.033588843,0.143,3.9,22.8,1707,1.903,0,1
30013,0,0,131.8,0.036,26993218,17960043,85455932,11675120,0.422,227566,4.9,81366,11.64327872,0.044,0.044,0.012,0.008676843,0.191,3.4,13.4,332,1.72,0,0
30017,0,0,13.2,-0.003,12028079,-176691,8068128,543883,0.527,14612,2.4,11402,1.163620934,0.015,0.033,0.006,0.002981933,0.207,2.9,12.5,25,1.43,0,0
30029,1,0.963335453,113.55,-0.356,145807003,-114535224.5,65342715,11269160,0.47,418411,4.6,103806,7.878603321,0.015,0.027,0.003,0.006011213,0.202,4.7,11.2,220,1.613,0,0
30031,1,0.873866159,52.9,-0.086,82738620,-27356776,58407439,3717895,0.582,244690,3.4,114434,16.96082925,0.007,0.036,0.003,0.012837094,0.131,2.3,9,87,1.385,0,0
30047,0,0,5.6,-0.171,797796,-6743124,4609697,548707,0.255,21573,3,30458,7.890078784,0.237,0.044,0.003,0.003644363,0.227,4.2,18.2,47,1.16,0,0
30049,0,0,69.5,-0.069,44026092,-18236825,74299490,4600799,0.556,169015,4,69432,7.751560037,0.017,0.032,0.003,0.006106694,0.194,3,10.5,101,1.44,0,0
30063,0,0,91.8,0.0165,6016051,1228631,34935846,3376144.5,0.504,162407.5,5,119600,17.80858434,0.022,0.032,0.005,0.015719064,0.162,3.2,12.7,299,1.9,0,0
30093,0,0,41.2,0.003,11791077,422664,30526937,2039011,0.596,38790,4.9,34915,18.77586347,0.024,0.046,0.006,0.007933553,0.195,3.8,16.7,71,1.72,0,0
30111,1,0.619962802,272.2333333,-0.056,49811750,-39711883.67,129767372.3,12047609.33,0.683333333,442863.3333,6.266666667,161300,23.64878017,0.04,0.055,0.006,0.006249225,0.174,3.2,10.9,537,2.06,0,0
31019,0,0,74.6,0.022,2318523,3862311,83716276,9078955,0.32,53548,4.8,49659,19.80277271,0.001,0.088,0.01,0.014015586,0.15,2.6,10.7,321,1.97,0,0
31053,0,0,21.3,-0.001,5934763,-118152,18093000,277247,0.426,65825,3.4,36565,26.68453399,0.004,0.123,0.007,0.004321072,0.194,2.9,9.8,50,1.39,0,0
31055,2,0.350062224,318.6285714,-0.036571429,31965270.43,-73827927,279347463.6,42549008.43,0.608714286,423594,5.457142857,571327,675.8068578,0.004,0.124,0.109,0.035373788,0.134,3.3,11.6,1671,2.428,0,1
31079,0,0,49.8,-0.051,8657194,-8274721,77105654,10129885,0.348,44969,4.2,61353,43.35452992,0.003,0.272,0.024,0.011262693,0.151,3.5,13,140,1.68,0,0
31109,0,0,196.85,-0.015,33549670.5,11786601,59372620.5,26129253.5,0.4505,109515,4.65,319090,147.0943782,0.004,0.069,0.039,0.041420916,0.144,2.8,12.4,815,2.328,0,0
31111,0,0,45.2,0.052,21621788,11804735,77947038,9732611,0.471,94150,4.2,34914,5.257283123,0.003,0.083,0.011,0.003379733,0.201,3.5,10.1,97,1.62,0,0
31153,0,0,33.3,0.164,16643040,13227657,32227776,14160012,0.528,39710,3.4,187196,303.4897685,0.003,0.09,0.036,0.024145815,0.121,2.9,5.7,89,1.34,0,0
31157,0,0,59.2,-0.022,35429065,-4354923,36646826,17214465,0.485,107597,4.5,35618,18.59870758,0.014,0.237,0.007,0.006625863,0.196,3.7,14.3,122,1.64,0,0
32003,3,0.132350119,369.6071429,0.053285714,30180327.93,34511564.21,336151119,67588954.93,0.756928571,60244.28571,5.378571429,2266715,110.8999357,0.004,0.309,0.11,0.09080277,0.151,4,14,4082,1.596,1,0
32007,0,0,12.4,0.193,478324,15756535,12502605,10529671,0.209,30236,2.8,52778,1.186875244,0.06,0.242,0.005,0.011235742,0.118,3,8.3,59,1.42,0,0
32031,0,0,232.1666667,0.024333333,26369178.33,4087855,244331954.3,44234431.67,0.572,157736,5.333333333,471519,28.89103733,0.013,0.242,0.021,0.050076455,0.168,3.2,10.4,1041,1.652,0,0
32510,0,0,115.7,-0.038,18468733,-10996076,121596659,26205415,0.661,176366,4.3,55916,149.2395251,0.019,0.237,0.017,0.026307318,0.207,3.9,11.3,190,1.73,0,0
33001,0,0,31.7,-0.449,90262,-53987027,11886659,1460668,0.368,125991,4.6,61303,58.90149997,0.003,0.016,0.006,0.007895209,0.228,2.5,6.9,86,1.7,0,0
33003,0,0,8.9,-0.098,2714901,-6710559,8725806,4864613,0.358,53221,3.1,48910,20.26508038,0.001,0.014,0.005,0.007115109,0.29,2.5,9,50,1.25,0,0
33005,0,0,43.8,-0.079,3439590,-17497000,13233000,5341368,0.51,233629,4.1,76085,41.56816073,0.002,0.018,0.007,0.013852928,0.207,2.6,10.2,86,1.47,0,0
33009,0,0,337.4,-0.219,102653034,-302444047,200097054,21590424,0.7625,740186.5,6.1,89886,20.31207434,0.003,0.023,0.01,0.037113677,0.213,2.2,9,500,1.63,1,1
33011,1,0.239793777,108.65,-0.02525,23112366.5,-409701.5,66275445.75,13343377.75,0.5375,235279.5,5.15,417025,183.6926721,0.001,0.065,0.023,0.04015107,0.162,2.6,7.4,789,1.528,0,0
33013,0,0,141.3,-0.044,27546606,-23774100,71991000,18145225,0.686,354813,5,151391,62.65822409,0.001,0.021,0.013,0.020496595,0.187,2.3,7,256,1.36,0,0
33015,0,0,81.5,0.3655,7063562.5,82814131,43365474.5,6990777.5,0.7045,65341,4.65,309769,171.9942666,0,0.029,0.007,0.019275654,0.186,2.7,5.3,308,1.58,0,0
33017,0,0,60.25,-0.03,36991239.5,18838956.5,38995233,10193093,0.646,153729,4.85,130633,137.2253001,0.001,0.023,0.008,0.034876333,0.154,2.3,9.7,182,1.455,0,0
34001,0,0,342.3,-0.025,38717112,-17490930,110491038,30067347,0.634,149933,4.9,263670,183.2603779,0.002,0.187,0.142,0.081795426,0.186,5.1,12.8,739,1.555,0,0
34003,1,0.107272887,248.825,0.016,77554466,-38200781,138633044,30243496,0.6585,225142.5,4.6,932202,1546.16857,0.001,0.194,0.053,0.161056295,0.177,2.9,6.8,1814,1.722,0,1
34005,0,0,329.9333333,-0.121,593480475.3,-46464407.33,85793052.33,7303217,0.572333333,139904,5.133333333,445349,215.1189886,0,0.078,0.159,0.048546196,0.174,3.3,6.2,527,1.837,0,0
34007,0,0,305.6,-0.02675,463035726.8,-4536584.5,79587112.5,13497988,0.63375,157144,5.075,506471,883.4384085,0.001,0.164,0.183,0.057347805,0.161,4,12.9,1940,1.793,1,1
34011,1,0.668775539,316.35,-0.039,-50421235,-23464501,213093500,31019918,0.62,161723.5,4.9,149527,119.4402006,0.005,0.302,0.18,0.014592682,0.156,5.5,15.2,280,1.41,0,0
34013,4,0.500641447,555.1428571,-0.186571429,67258239.14,-172347592.9,270120030.7,50664205.71,0.650571429,245750.5714,5.9,798975,2446.65977,0.002,0.227,0.386,0.05194155,0.139,4.5,14.9,2120,1.84,0,1
34015,0,0,103.1,0.047,-213031958,11295081,29266000,10976979,0.442,109015,4.8,291636,349.7234836,0.001,0.059,0.099,0.030685512,0.163,3.7,7.6,233,1.45,0,0
34017,1,0.14872299,101.975,-0.2515,13419164.75,-48692035.75,52830912.5,21084364.25,0.5165,41632.75,5.725,672391,5620.486624,0.001,0.432,0.108,0.149561788,0.122,3.3,14.3,1002,1.52,0,0
34019,0,0,98.2,-0.143,1643869,-43429638,43864390,5920340,0.534,158365,4.8,124371,112.2415768,0.001,0.064,0.025,0.039671628,0.194,2.8,4.4,170,1.5,0,0
34021,0,0,111.1,-0.142333333,8287183.333,-42749291.67,40439324.67,33016319.33,0.708666667,68699.66667,5.866666667,367430,632.1034698,0.001,0.172,0.198,0.107862722,0.156,3.2,10.9,565,1.688,0,0
34023,1,0.121203013,559.6333333,-0.1145,60604022.83,-140819396.7,824749608.2,72654838.83,0.653666667,298343.3333,5.083333333,825062,1030.205591,0.002,0.208,0.094,0.239631688,0.155,3.1,8.2,1828,1.664,1,1
34025,1,0.161604409,179.76,-0.0908,10768839.4,-35520480,320589176.6,18925390.6,0.5766,100268.2,4.72,618795,510.31955,0.001,0.107,0.067,0.054577041,0.182,3.2,6.7,1583,1.67,1,1
34027,0,0,536.0666667,-0.425,65625408,-625070605.3,-1012900560,70779316.33,0.592333333,461064.6667,4.4,491845,412.3258171,0.001,0.131,0.031,0.102477407,0.176,2.8,4.7,1114,1.757,0,0
34029,2,0.329388359,159.625,-0.09925,7664603,-21204081.75,364014063.3,12199569.75,0.5635,87274,5.575,607186,373.0904453,0,0.091,0.028,0.018786665,0.228,3.7,9.7,1097,1.535,0,0
34031,0,0,259.9,-0.2075,31677796.5,-103742515,202632245,51673868.5,0.5745,87459.5,5.75,501826,1041.635683,0.002,0.409,0.105,0.052510233,0.15,4.3,13.6,823,1.85,0,0
34033,0,0,149.7,-0.034,28658894,-9491209,132307000,2916485,0.544,56795,4.8,62385,72.5851136,0.002,0.086,0.129,0.010675643,0.19,4.8,11.2,209,1.27,0,0
34035,0,0,171.7,-0.097,65658172,-27560314,61666925,6287755,0.552,66138,5.2,328934,420.7304733,0.001,0.145,0.092,0.17420516,0.162,3,4.9,281,1.54,0,0
34039,0,0,91.3,-0.3885,13541275.5,-64652917,17634137.5,11657025,0.5095,48072,5.8,556341,2090.247673,0.001,0.311,0.202,0.050255149,0.147,3.7,7.8,785,1.607,0,0
34041,0,0,48.2,0.153,1549083,21765825,12068054,4228958,0.524,69400,4.3,105267,113.9965402,0.001,0.089,0.043,0.027064512,0.187,3.3,6.7,156,1.505,0,0
35001,2,0.294498329,410.0333333,-0.047166667,54400008,-96259267.83,307104865.5,31457088.83,0.751666667,681042.3333,5.733333333,679121,225.798683,0.041,0.498,0.025,0.025818669,0.169,4.4,16.5,1669,1.806,0,1
35005,0,0,51.5,0.607,576021,58898875,28563309,9827248,0.318,55864,4.6,64615,4.111973137,0.009,0.562,0.015,0.006267894,0.161,4.9,18.9,189,1.55,0,0
35013,0,0,103.35,0.1745,3659300,50283556.5,51106460,21517752,0.5525,104242.5,4.85,218195,22.12228978,0.007,0.68,0.017,0.010431036,0.162,5.7,24.9,379,1.86,0,0
35015,0,0,16.1,0.225,1264889,18926419,21413839,6892855,0.26,44679,4.1,58460,5.404506579,0.013,0.484,0.014,0.003848785,0.146,3.1,15.7,116,1.495,0,0
35025,0,0,11,-0.011,13859774,-507060,35936677,1303017,0.18,21834,2.6,71070,6.24854373,0.007,0.579,0.036,0.002180948,0.114,3.9,16.1,86,1.28,0,0
35028,0,0,4.4,0.07,280594,3524190,4249026,1383113,0.093,22959,3.8,19369,68.48355505,0.009,0.176,0.002,0.051422376,0.181,3.2,3.9,47,1.28,0,0
35035,0,0,28.3,0.037,11285550,7385336,123496223,6946097,0.565,136844,3.7,67490,3.940686676,0.061,0.38,0.033,0.013942806,0.173,4.9,20.3,56,1.23,0,0
35039,0,0,136.05,-0.06,2953727,-4463293,19782646,1014826,0.584,94868,3.1,38921,2.564035375,0.142,0.714,0.004,0.004830297,0.201,5.3,22,52,1.52,0,0
35045,1,0.806724858,102,-0.019,31484232,-5904683,147516017,9517801,0.561,98793,4.4,123958,8.674767796,0.381,0.201,0.006,0.007970442,0.156,5.7,23.1,244,1.505,0,0
35049,0,0,106.3,0.088,44081489,44931433,47919576,4660295,0.618,230335,4.5,150358,30.39298907,0.025,0.513,0.009,0.012536746,0.253,3.9,12.2,225,1.827,0,0
36001,1,0.327325814,690.76,-0.0718,55165900.8,-209638503.4,437457756.8,49906537.2,0.6442,629920.4,5.42,305506,225.6120741,0.001,0.058,0.117,0.065229488,0.174,3.6,11.3,1302,1.753,1,1
36003,1,2.169620967,19.5,-0.146,5271701,-6830127,5605859,1305882,0.397,61723,4.6,46091,17.28825469,0.003,0.016,0.014,0.01139051,0.196,5.5,17,69,1.025,0,0
36005,3,0.211534705,643.4333333,-0.372166667,159046167.7,-720813636.3,76779893.33,38638831,0.672833333,407264.1667,5.4,1418207,13021.95162,0.002,0.559,0.293,0.0369396,0.133,5.4,27.3,2944,1.548,0,0
36007,1,0.524967452,178.35,-0.203,38924825,-102372802,128130013.5,11474353.5,0.671,421754.5,5.5,190488,104.202548,0.002,0.041,0.052,0.043246819,0.194,4.7,17.3,534,1.645,0,0
36009,0,0,125.6,-0.173,3448662,-26877305,23878316,5320398,0.45,157692,5.1,76117,22.46255723,0.029,0.021,0.016,0.00851321,0.197,5.1,17.1,260,1.38,0,0
36011,0,0,46.8,-0.074,8710793,-7824108,33727991,3784567,0.55,63672,4.5,76576,42.75145482,0.002,0.029,0.042,0.00521051,0.198,4.3,13,85,1.34,0,0
36013,0,0,38.95,-0.46,8566606,-24713003.5,11445036,3981523.5,0.335,107703.5,4.25,126903,46.21430669,0.003,0.074,0.023,0.005468744,0.207,4.7,18.3,208,1.143,0,0
36015,0,0,109.7,-0.336,13885277,-90262799,46854840,7467308,0.613,293871,5.1,83456,79.10249957,0.003,0.03,0.058,0.015972488,0.195,4.2,13.5,245,1.29,0,0
36017,0,0,8.2,-0.172,4376735,-10853350,6800386,2328404,0.141,75346,3.6,47207,20.39713293,0.003,0.021,0.009,0.00436376,0.209,4.4,15.1,58,1.35,0,0
36019,0,0,128.1,-0.082,11409863,-28407218,57963129,9523257,0.427,180918,6.3,80485,29.94488234,0.003,0.029,0.041,0.014698391,0.177,4.4,13.2,300,1.5,0,0
36023,0,0,28,-0.199,13470535,-15913614,5073039,2760555,0.272,57736,4.2,47581,36.83265123,0.002,0.027,0.014,0.008133499,0.169,4.9,16.9,103,1.39,0,0
36027,0,0,255.4,-0.05,676979982,-34568715,171438430,5324599,0.749,174871,4,294218,142.7745623,0.001,0.119,0.097,0.036245233,0.181,3.6,9.2,624,1.67,0,0
36029,2,0.217698448,503.75,-0.217875,62711501.88,-175091253.3,124309537.3,19785642.75,0.58175,327170.875,5.2875,918702,340.1789626,0.004,0.054,0.13,0.034614053,0.184,4.3,13.7,2364,1.74,0,1
36033,0,0,15.3,-0.157,3192003.5,-14825631.5,12948205,1966130.5,0.2395,104118,4.05,50022,11.85455584,0.071,0.035,0.058,0.005097757,0.174,4.9,16.7,126,1.46,0,0
36037,0,0,44.9,-0.105,5221850,-9934273,10168762,2431862,0.337,105722,4.5,57280,44.86565964,0.009,0.032,0.021,0.008327514,0.193,3.9,9.9,133,1.36,0,0
36045,0,0,94.3,-0.056,8885154,-13713637,67196465,6526832,0.484,196263,4.2,109834,33.42578403,0.004,0.074,0.056,0.017153158,0.142,5.6,12.3,287,1.097,0,0
36047,4,0.156255921,230.46,-0.3944,44752833.5,-192802863.9,60673620,16493282.7,0.642,115083.1,6,2559903,14247.69924,0.001,0.192,0.303,0.11985962,0.144,4.1,18.9,3986,1.649,1,1
36051,0,0,21.5,-0.026,6396662,-1631034,7221218,1182155,0.321,69950,4.4,62914,38.4499591,0.002,0.035,0.027,0.013240296,0.183,4.2,12.5,67,1.29,0,0
36055,1,0.134812678,570.3166667,-0.0525,131893184,-5131789.5,148560223,17196498.83,0.8655,817323.1667,5.9,741770,436.0038678,0.002,0.085,0.145,0.035942408,0.179,4.2,14.4,1732,1.783,0,1
36057,0,0,43.2,-0.145,12150434,-22043699,42328436,6638125,0.432,148117,4.9,49221,47.14352754,0.001,0.137,0.017,0.008532943,0.189,5.1,15.8,100,1.38,0,0
36059,1,0.073696095,613.2166667,-0.270583333,76130496.83,-471312400.6,269656332.1,32665689.42,0.678,255330.8333,5.433333333,1356924,1840.932394,0.001,0.166,0.111,0.092685368,0.182,3.4,5.8,4267,1.618,0,1
36061,9,0.552585918,1124.838462,-0.260615385,312240700,-762537788.6,987740058.8,66280713.46,0.692923077,657701.6154,5.876923077,1628706,27755.49042,0.001,0.26,0.125,0.120553986,0.17,3.5,15.6,8218,1.913,0,1
36063,0,0,70.5,-0.33,7356288,-26079235,17658889,2439674,0.403,123265,6.9,209281,154.6921385,0.01,0.029,0.07,0.010880109,0.195,5,13,443,1.35,0,0
36065,0,0,97.9,-0.148666667,3303893.333,-26238942.33,23673906,3932920.333,0.518,119319.6667,5.1,228671,72.82696848,0.002,0.056,0.06,0.040162504,0.192,4.3,14.8,487,1.483,0,0
36067,1,0.217142063,364.275,-0.184,23720016.5,-182359347.8,283272639.8,10474276.25,0.66225,215803,5.45,460528,228.4351116,0.005,0.048,0.109,0.037196435,0.175,3.9,13.7,1578,1.793,0,1
36069,0,0,43.75,-0.1435,13462183.5,-13808044.5,8946172,2902130,0.6775,99666,6.2,109777,65.81089676,0.002,0.046,0.023,0.013254142,0.206,3.9,8.5,307,1.383,0,0
36071,0,0,103.075,-0.12275,15074233,-29242423.75,33197527.25,9497081.75,0.4875,70828,4.55,384940,182.9648167,0.002,0.2,0.098,0.0260664,0.143,3.8,11.5,680,1.45,0,0
36077,0,0,58.75,-0.2185,9616643,-69769420,33128018,4521802.5,0.472,222622,4.55,59493,22.93076453,0.001,0.036,0.018,0.013934412,0.217,4.2,12.5,220,1.465,0,1
36079,0,0,38.2,-0.229,8828254,-27675394,26341233,1673876,0.466,27484,3.4,98320,164.8209611,0.001,0.143,0.026,0.020534988,0.18,3.7,6,120,1.56,0,0
36081,1,0.044368367,225.1,-0.3532,19079309,-202132890.2,105957720.8,19551750.6,0.684,126081.6,5.68,2253858,7999.936848,0.002,0.28,0.172,0.257651103,0.163,3.5,11.6,1760,1.565,0,0
36083,0,0,138,-0.042,21788563,-14718849,164635641,18553253,0.4,398331,5.1,158714,93.92184564,0.001,0.048,0.059,0.026046852,0.175,3.8,11.1,257,1.13,0,0
36085,0,0,284.55,-0.489,4663706,-295566413.5,82919239,14563111.5,0.74,149498.5,5.65,476143,3196.176534,0.001,0.183,0.093,0.087005374,0.167,3.9,11.7,803,1.7,0,0
36087,0,0,144.2,-0.2355,22978668.5,-62098986,72962363,17872727,0.5985,64516,5.15,325789,725.2696962,0.001,0.174,0.114,0.058982961,0.159,3.6,13.9,495,1.473,0,0
36089,1,0.928160386,30.8,-0.28,3172470,-23605507,33593494.5,9717292.75,0.4645,116094,4.35,107740,15.52611857,0.008,0.023,0.022,0.010701689,0.18,5.5,15.1,276,1.19,0,0
36091,0,0,122.1,-0.084,32565162,-30704486,48690721,4504806,0.714,278751,4.8,229863,109.5692286,0.002,0.031,0.015,0.028182004,0.188,3.4,6.3,171,1.54,0,0
36093,1,0.64391915,199.2,-0.188,15458184,-66832387,27278656,9607702,0.63,221553,5.6,155299,293.0950805,0.002,0.069,0.096,0.046278469,0.173,3.8,11.3,351,1.44,0,0
36101,0,0,42.3,0.058,2092733,7895585,14136574,5727032,0.651,71997,4,95379,26.48309698,0.001,0.016,0.015,0.01555898,0.201,4.6,12.8,95,1.223,0,0
36103,1,0.067723102,236.3818182,-0.208181818,35586557.82,-121733886.8,87463000,33679948.64,0.704,121476.9091,5.272727273,1476601,625.2830432,0.001,0.189,0.073,0.038959069,0.173,3.7,7.3,2747,1.539,1,1
36105,0,0,43.8,-0.293,2202145,-24929716,15180000,3656951,0.522,41351,5.2,75432,30.08298736,0.002,0.157,0.076,0.015881854,0.193,4,16.2,99,1.105,0,0
36109,0,0,74.8,-0.205,9418153,-47417337,108324727,8347156,0.421,232153,5.2,102180,83.11946347,0.001,0.05,0.037,0.101644157,0.151,3.6,16.8,163,1.48,0,0
36111,0,0,52.6,-0.813,8252583,-38255107,8069565,5745316,0.353,22825,5,177573,60.98481135,0.001,0.1,0.054,0.019439892,0.204,3.8,14.3,209,1.18,0,0
36113,1,1.563868385,104.4,-0.155,6055025,-46409373,47297637,6262667,0.289,272473,4.5,63944,28.46821201,0.003,0.025,0.013,0.010587389,0.229,4.6,10.8,361,1.48,0,0
36117,0,0,49.9,-0.121,2222525,-11388754,5874749,1730669,0.494,30572,4.2,89918,57.49560667,0.001,0.043,0.029,0.006739474,0.195,4,9.6,101,1.39,0,0
36119,0,0,231.63,-0.2887,73118747.1,-107808392.2,76411378.4,24461991.9,0.5761,122789.8,5.56,967506,867.5892502,0.002,0.243,0.135,0.059338133,0.174,3.8,8.3,2341,1.556,0,1
37001,0,0,120.1,0.155,12165695,43195766,4221328,31842474,0.682,115619,3.9,169509,154.5649724,0.003,0.124,0.19,0.014801574,0.171,3.8,13.5,176,1.54,0,0
37019,0,0,38.1,0.046,3288746,5124745,40307913,8419880,0.646,53186,3.9,142820,64.93633545,0.006,0.048,0.102,0.005454418,0.326,5.2,10.5,86,1.405,0,0
37021,0,0,672.55,0.1415,70995208.5,196444509.5,326561856.5,33704505,0.789,508625.5,5.3,261191,153.6129413,0.004,0.065,0.062,0.012048654,0.205,3,11.5,679,2.04,0,0
37023,0,0,70.4,0.039,4619254,8366729,129423935,26386581,0.451,105519,4.6,90485,69.01210041,0.004,0.06,0.064,0.035983865,0.207,3.7,14,156,1.47,0,0
37025,0,0,298.4,0.13,21831797,76497095,276975689,74702505,0.668,215646,4.6,216453,231.3515572,0.003,0.102,0.172,0.031586534,0.134,3.6,9,447,1.73,0,0
37027,0,0,73.4,-0.019,4669573,-2635853,10613010,10832040,0.536,142490,5.7,82178,67.2381804,0.004,0.053,0.048,0.005609774,0.204,4.1,15.9,110,1.69,0,0
37031,1,1.439408115,63.5,0.087,19920657,15809158,32467210,30772186,0.641,74947,4.2,69473,52.84338553,0.003,0.043,0.056,0.011241777,0.257,4.2,9.8,99,1.5,0,0
37035,0,0,84.5,-0.022,12506205,-5171175,34234168,45926095,0.374,77812,5.1,159551,153.4807077,0.002,0.094,0.08,0.041435027,0.183,3.6,13,426,1.655,0,0
37045,0,0,138,0.094,14975041,26779157,32415783,44043399,0.448,136906,4.8,97947,81.46707521,0.003,0.034,0.208,0.010087088,0.19,4,19.1,292,1.33,0,0
37047,0,0,53.7,-0.028,7442264,-2744143,63136341,14354255,0.349,59770,5.4,55508,22.84552186,0.033,0.052,0.304,0.004467824,0.206,4.9,25.3,154,1.47,0,0
37049,0,0,177.9,-0.017,28031145,-7746989,219506482,48348194,0.616,116651,5.3,102139,55.81130718,0.005,0.072,0.212,0.02788357,0.197,4.1,14.9,287,1.72,0,0
37051,0,0,557.65,-0.047,32454141.5,-44052984.5,736622579.5,170124191.5,0.7755,326229.5,5.95,335509,198.5113199,0.012,0.114,0.359,0.024887559,0.122,5.1,17,575,1.58,0,0
37057,0,0,34.4,0.054,3991196,5411822,42486714,11901440,0.441,32014,4.1,167609,116.9872419,0.003,0.07,0.09,0.014921633,0.185,3.7,15,154,1.415,0,0
37061,0,0,30.9,0.053,2481391,3319062,30626403,6865245,0.631,24246,4.8,58741,27.83722051,0.003,0.219,0.242,0.002791917,0.194,4.1,20.4,49,1.38,0,0
37063,2,0.622107202,733.7333333,-0.027666667,170709403.3,-12239076.67,1146695507,57568415,0.766666667,862116,6.533333333,321488,433.326125,0.002,0.134,0.365,0.046854004,0.136,3.4,13.5,1278,2.087,0,1
37065,0,0,35.9,0.071,375690,6891046,41896184,10994304,0.307,33419,5,51472,39.31964414,0.002,0.044,0.572,0.001068542,0.204,5.9,22.9,101,1.61,0,0
37067,1,0.261578101,1018.725,0.0055,943133542,31523831.75,840564728.8,195514134.5,0.691,1319757.5,5.725,382295,361.9703764,0.002,0.126,0.256,0.021980408,0.164,3.7,16.4,1708,1.883,1,1
37071,0,0,308.7,0.111,24964120,62636451,86309660,59514031,0.785,287626,5.2,224529,243.7059023,0.003,0.068,0.158,0.014955752,0.163,3.9,14.2,383,1.73,0,0
