FIPS,y,BreachesPer100K,CensusMean,OpProfitMargin,CapitalExp,OpIncome,AR,BadDebt,BedUtil,OutpatientVisits,ALOS,Pop2020,PopDensity,Native,Hispanic,Black,Asian,Prop65,UE2019,Poverty,AcuteBeds,CMI,PedTrauma,MedCenter
22017,0,0,340.16,-0.2488,68046132.6,-38203483.2,2665735441,27892862,0.648,339502.4,5.46,240204,105.5304739,0.004,0.028,0.486,0.012947328,0.177,5.4,22.4,1363,1.892,0,1
22019,0,0,64.73333333,-0.150333333,7403602.667,-29063092.67,51942065,13333778,0.421666667,87252,4.833333333,203436,73.80201075,0.003,0.034,0.248,0.013473525,0.152,4.1,14.9,634,1.562,0,0
22033,1,0.227242256,437.56,-0.1362,34522667.2,-130115347.2,158870334.4,37340656.8,0.5276,440900.6,4.9,440059,373.1429419,0.001,0.04,0.458,0.031691205,0.146,4.4,16.7,1588,2.096,0,0
22051,1,0.231217615,539.02,-0.1442,130768899.2,-231547598,1785214406,49523100.2,0.5656,1186349.4,5.32,432493,564.795201,0.003,0.144,0.262,0.041922066,0.177,4.2,15.6,1618,1.92,0,1
22055,0,0,236.2,-0.02925,24495020.5,-444761.5,67426468.75,41275581,0.659,225567,5.85,244390,351.1146969,0.002,0.046,0.258,0.017971275,0.138,4.3,15.3,996,1.954,0,0
22057,0,0,11,-0.023,715684,-1060065,7255253,2652923,0.441,81766,3.3,97614,35.27752975,0.023,0.044,0.133,0.007498924,0.16,4.5,16.6,178,1.26,0,0
22069,0,0,22.8,-0.158,4450505,-11393234,35484778,3910148,0.281,71579,4.9,38158,11.76489945,0.01,0.022,0.404,0.007023429,0.171,6,32.8,81,1.32,0,0
22071,0,0,330.6,-0.1725,69455007.25,-118400006.8,396418864,23998592.25,0.572,285103.5,5.9,390144,889.0745158,0.001,0.055,0.59,0.028948286,0.156,4.9,23.8,1090,1.684,0,1
22073,1,0.652405091,115.3,-0.210666667,11779213.33,-21552625,760159158.3,8292910,0.545333333,95021.66667,5.133333333,153279,96.9555316,0.002,0.022,0.374,0.010719016,0.153,5.3,21.3,676,1.9,0,0
22079,0,0,181.7666667,0.042333333,14685656.67,15526186.33,49878918,10068740,0.538,132572.6667,5.333333333,129648,37.912364,0.006,0.031,0.317,0.01389146,0.167,5.1,19.4,657,1.963,0,0
22089,0,0,8.2,-0.363,943082,-17177995,3951981,2783603,0.304,27473,4,53100,73.81622505,0.004,0.06,0.262,0.010508475,0.141,4.3,12.8,39,1.33,0,0
22097,0,0,46.4,-0.257,5357297,-35719112,68879224,7723379,0.308,94261,3.3,82124,34.31953631,0.001,0.021,0.411,0.002557109,0.166,6.3,32.7,151,1.63,0,0
22101,0,0,14.7,-0.143,5109497,-4380989,12392603,197238,0.114,17676,4.1,49348,34.29445818,0.012,0.069,0.31,0.015258977,0.17,5.9,21,155,1.285,0,0
22103,0,0,86.5,-0.109666667,5999915.333,-20278181,26311217.67,10749652.67,0.421333333,119428,4.533333333,260419,118.8195036,0.005,0.055,0.117,0.015716979,0.175,4.2,11.8,774,2.127,0,0
22109,1,0.905296892,53.45,-0.4185,11426376,-40095421.5,17000150,6579037.5,0.3895,112241.5,5,110461,34.67905482,0.056,0.051,0.191,0.009496564,0.149,4.6,17.3,284,1.787,0,0
22117,1,2.164783305,14.7,0.043,12746759,3252913,-3559758,4862562,0.409,41058,2.3,46194,26.63899923,0.003,0.022,0.3,0.0014937,0.185,5.9,24.6,61,1.24,0,0
23001,0,0,79.05,-0.228,2518728,-59329850.5,100625308.5,16076972.5,0.429,193563,4.55,108277,89.34068622,0.002,0.018,0.019,0.007499284,0.182,3,12.3,361,1.71,0,0
23003,0,0,21.5,-0.237,1728197,-28509529,7223488,7055667,0.5,119734,5.1,67055,3.880840103,0.018,0.012,0.009,0.004369547,0.249,4.6,15.3,160,1.228,0,0
23005,1,0.338979604,446.5333333,-0.148,87357455,-197277209,250303060.7,85253701.67,0.668666667,758312.3333,5.566666667,295003,136.2953239,0.001,0.02,0.029,0.020830297,0.19,2.4,8.2,795,1.648,0,1
23007,0,0,17.2,-0.072,2607185,-6768355,14245424,5419313,0.359,78505,1.9,30199,6.870811622,0.004,0.013,0.003,0.003774959,0.227,3.8,14.5,48,1.39,0,0
23009,0,0,22.1,-0.295,1954071,-19972961,19490734,11882572,0.491,77937,4.9,54987,13.37677401,0.004,0.014,0.009,0.0103479,0.253,3.5,11.6,98,1.157,0,0
23011,0,0,80.1,-0.259,10571326,-53457866.5,47249642.5,13918216.5,0.559,218829.5,5.3,122302,54.43543718,0.005,0.015,0.008,0.009427483,0.206,2.9,11.2,205,1.365,0,0
23013,0,0,48.6,-0.106,17829845,-16881339,51189379,41690474,0.6,189106,7.2,39772,42.05630129,0.003,0.015,0.005,0.005405813,0.26,2.9,11,81,1.49,0,0
23015,0,0,18.9,-0.007,275670,-390646,7880424,3341720,0.498,109015,4.3,34634,29.33371977,0.004,0.012,0.005,0.009354969,0.282,3,11.1,38,1.19,0,0
23017,0,0,10.2,-0.068,14418214,-4903321,5047050,5498782,0.406,53808,3.4,57975,10.77760339,0.003,0.013,0.004,0.004708926,0.226,3.6,16.7,50,1.245,0,0
23019,1,0.657254778,253.5666667,-0.148,17782099,-122155739.7,142219669.3,41791723,0.626666667,470300,5.433333333,152148,17.2921225,0.01,0.013,0.009,0.010391198,0.191,3.2,14.7,462,1.395,0,0
23027,0,0,15.1,-0.103,3621250,-9861423,13623108,26417888,0.605,77597,3.9,39715,21.0063883,0.005,0.013,0.005,0.004909984,0.233,3.2,13.7,25,1.29,0,0
23031,0,0,60.8,-0.142,6639370,-38463064,25827630,19825313,0.435,218542,4,207641,80.89445665,0.004,0.017,0.008,0.012550508,0.212,2.7,9,206,1.39,0,0
24001,0,0,128,0.054,16935611,19254144,53294319,3765003,0.67,116380,4.9,70416,64.39754181,0.001,0.018,0.082,0.009017837,0.206,5.2,16.7,200,1.56,0,0
24003,1,0.172641799,247.1,0.018,28048175,11012668.5,60963000,14904447.5,0.7485,135732,4.15,579234,539.179867,0.001,0.075,0.161,0.036796873,0.15,3.1,7,651,1.61,0,0
24005,1,0.120864909,194.45,0.007,23381205.5,-3180843.5,65375482.5,13018508.25,0.67,80933.5,4.95,827370,533.8768346,0.002,0.053,0.279,0.059619034,0.176,3.7,9.9,1180,1.51,0,1
24013,1,0.593658539,1191.1,0.082,233782230,240780510,1159156331,152762209,0.605,1401374,5.4,168447,145.294969,0.002,0.034,0.033,0.017797883,0.173,2.9,6,153,1.42,0,0
24015,0,0,55.6,0.07,13859774,12567490,96038076,74075483,0.448,52857,4.8,102855,114.6837753,0.002,0.043,0.064,0.014389189,0.162,4,8.3,96,1.39,0,0
24017,0,0,71.2,0.055,13859774,8044303,42599000,14904447.5,0.765,23292,4.3,163257,137.6883705,0.005,0.056,0.441,0.030007902,0.129,3.6,6.6,98,1.44,0,0
24023,0,0,13.1,-0.086,3841472,-5328450,12680425,1311759,0.503,46148,4.9,29014,17.25891257,0.001,0.011,0.008,0.003929138,0.231,4.4,12.2,27,1.44,0,0
24025,0,0,137.8,0.045,19847785,13442005,33910000,14904447.5,0.856,82356,4.3,255441,225.6277402,0.002,0.044,0.132,0.026424889,0.166,3.3,7,231,1.465,0,0
24027,1,0.307040437,967,-0.0125,121504898.5,-35001851,811265989.5,45184415.25,0.711,397689,5.6,325690,501.1047776,0.002,0.067,0.182,0.17167552,0.143,2.7,5.2,245,1.44,0,0
24031,0,0,158.98,-0.0248,9433548.4,-3254332.6,38879045.6,10764421.4,0.684,31940,4.94,1050688,822.7398753,0.001,0.193,0.177,0.14543994,0.161,2.9,6.9,1179,1.677,0,0
24037,0,0,61.7,0.065,16781359,12346391,26715749,3175009,0.663,51160,3.7,113510,122.1854161,0.001,0.05,0.143,0.027054885,0.134,3.3,8,96,1.38,0,0
24041,0,0,79.7,0.125,6619557,33563161,24050000,14904447.5,0.538,138901,4.7,37181,53.45452387,0.001,0.065,0.108,0.013824265,0.297,3.4,9.2,162,1.44,0,0
24045,1,0.965167119,171,0.082,36470521,38590987,52199447,5833942,0.76,192291,5.8,103609,106.8419013,0.001,0.051,0.256,0.031503055,0.163,4.6,14.6,288,1.79,0,0
24510,4,0.673979343,534.2818182,-0.108,44867315.91,-190202822.2,207508669.3,10026809.32,0.679545455,306927.5455,6.045454545,593490,2830.871761,0.002,0.051,0.619,0.026787309,0.145,5.1,18.9,4009,1.784,0,1
25001,0,0,115.95,-0.0075,9273909,2153336.5,36792877.5,5385094,0.7115,128501.5,4.05,212990,208.599312,0.005,0.029,0.029,0.015155641,0.314,3.9,8,334,1.7,0,0
25003,1,0.800358561,136,-0.108,13859774,-54177308,166275557,9564787,0.584,471110,4.8,124944,52.0470771,0.002,0.046,0.027,0.017423806,0.239,3.5,11.3,247,1.4,0,0
25005,0,0,187.3,-0.067666667,28614824.33,-19935176,36922798.33,13534575.33,0.581666667,216684,4.466666667,565217,394.556672,0,0.077,0.037,0.022297631,0.173,3.7,10.8,1234,1.418,0,0
25007,0,0,11.3,-0.005,5564226,-511293,8228176,2686629,0.454,54936,2.7,17332,64.84086823,0.006,0.035,0.036,0.003692592,0.251,4.1,7.7,25,1.23,0,0
25009,0,0,145.75,-0.0775,11667261.75,-15433059.5,27994019,9811417.75,0.58275,230502.75,4.675,789034,618.6063133,0.001,0.204,0.031,0.034088518,0.176,3,10.7,1236,1.384,0,0
25011,0,0,43.2,-0.191,1362630,-16475903,12477280,3283745,0.486,52414,4.2,70180,38.75252032,0.003,0.039,0.013,0.016600171,0.231,2.7,10.6,89,1.3,0,0
25013,1,0.214421106,325.225,-0.10975,25373169.75,-78153881,101659611.3,15685692.5,0.61675,462727.5,4.625,466372,291.8479104,0.001,0.246,0.078,0.023697821,0.173,4.1,16.7,1235,1.45,1,1
25015,0,0,63.5,0.073,2070201,16576735,20445662,4150608,0.538,174854,4.4,160830,117.7787433,0.001,0.055,0.027,0.052403159,0.179,2.7,11.1,118,1.39,0,0
25017,1,0.062046325,294.1833333,-0.214083333,43984617.33,-147261638.8,106718650.6,21443727.67,0.596583333,518818.6667,4.808333333,1611699,760.8824817,0.001,0.079,0.049,0.115482482,0.157,2.3,7.3,2189,1.439,0,1
25019,0,0,5.7,-0.039,123591000,-2742211,5568058,1378017,0.407,19201,5,11399,95.39745325,0.003,0.045,0.051,0.009386788,0.148,4.2,5.9,19,1.17,0,0
25021,1,0.141487744,180.45,-0.1155,12433886.5,-35791435.5,43955694.5,6267921.5,0.7075,146216.5,4.5,706775,688.9405725,0.001,0.043,0.065,0.1062007,0.172,2.5,6.5,699,1.408,0,0
25023,1,0.191864191,133.1333333,-0.045,10705632.67,-12822909,31322067.33,7433092.333,0.711666667,152822,4.533333333,521202,305.3954668,0.001,0.038,0.09,0.012549837,0.186,3,6.2,569,1.44,0,0
25025,8,0.995139985,609.4818182,-0.308818182,178559896.5,-611176925.2,260318673.6,33154054.82,0.731909091,814544,5.981818182,803907,5329.001035,0.002,0.227,0.202,0.086371931,0.123,2.6,17.5,3892,2.07,1,1
25027,3,0.361175119,298.8833333,-0.077666667,18463635.33,-120616069,213298926.5,16850311.33,0.693333333,403140.5,5.1,830622,212.2960758,0.001,0.112,0.045,0.047788284,0.161,3.1,9,1530,1.358,1,1
26007,1,3.520506953,39.7,0.101,2036877,16411736,31955746,4655052,0.31,132431,3.6,28405,19.17800467,0.005,0.013,0.005,0.004963915,0.239,4.7,15.3,128,1.48,0,0
26011,1,6.719075455,5.1,-0.064,1061624,-1407960,7664918,497752,0.203,16032,3.2,14883,15.82247435,0.012,0.02,0.006,0.003695492,0.258,6.6,15.9,25,1.11,0,0
26015,0,0,12.1,0.074,14151858,6249666,19300636,4954682,0.483,71362,2.6,61550,42.96658678,0.003,0.029,0.004,0.005410236,0.189,3.2,8.5,25,1.37,0,0
26017,0,0,168,-0.019,12712294,-6025971,36484894,11338241,0.553,211223,5.1,103126,90.03513453,0.003,0.053,0.016,0.006118729,0.21,4.7,15.6,291,1.77,0,0
26021,0,0,129.25,-0.036,196205160,-16036056,169552260.5,18439199.5,0.4575,265228.5,3.95,153401,104.3164165,0.004,0.054,0.146,0.020175879,0.203,4,15.3,290,1.475,0,0
26023,0,0,28,-0.139,1639224,-8670207,27205018,5432321,0.373,58584,4.5,43517,33.17845379,0.004,0.046,0.022,0.006503206,0.187,3.9,14.5,87,1.22,0,0
26025,0,0,77.2,-0.171,6534929,-36353282,34627521,12223542,0.536,218796,4.6,134159,73.34306533,0.006,0.051,0.105,0.023069641,0.182,4.1,17.3,237,1.64,0,0
26033,0,0,23.4,-0.012,3435279,-1274863,34022435,3634587,0.478,80736,4.1,37349,9.252782303,0.141,0.019,0.065,0.009665587,0.188,6.3,17.1,49,1.35,0,0
26039,0,0,17.7,-0.053,1462940,-4580875,37151615,675277,0.421,83264,3.4,14029,9.735089783,0.005,0.019,0.006,0.008767553,0.258,5.6,13.6,49,1.38,0,0
26043,0,0,17.1,-0.18,2870167,-16202329,13559072,2634923,0.519,82176,4,25239,12.80618124,0.012,0.015,0.006,0.006220532,0.228,4.2,10.8,39,1.56,0,0
26047,0,0,89.5,0.093,54016369,23057528,95556260,11084202,0.52,179857,4,33415,27.59588535,0.029,0.016,0.006,0.005536436,0.233,5.4,8.3,170,1.91,0,0
26049,2,0.492837834,465.55,-0.0145,49257348.75,-25082781.75,198863570.8,40072188.5,0.6425,503516.25,5.25,405813,245.9878665,0.004,0.034,0.196,0.010480197,0.18,4.9,18.8,1025,1.767,0,0
26053,0,0,8.6,-0.003,855587,-184163,16037091,1856617,0.345,44808,3.8,13975,4.895747749,0.027,0.013,0.045,0.003864043,0.286,5.2,17.5,25,1.3,0,0
26055,0,0,237.5,0.037,12663551,24735093,308363393,3193481,0.595,331272,4.5,93088,77.4035119,0.01,0.028,0.01,0.005693537,0.208,3.4,9.5,409,1.89,0,0
26057,0,0,29.4,-0.049,42804177,-7034162,12422564,5600077,0.599,126546,3.7,40711,27.6550706,0.003,0.06,0.054,0.003831888,0.178,4.4,16.2,49,1.37,0,0
26061,0,0,49.36666667,-0.093333333,4267776.333,-8414273,27942599,3026585.333,0.411333333,95357,4.466666667,35684,13.65341608,0.003,0.016,0.007,0.030321713,0.179,4.9,19,61,1.445,0,0
26065,0,0,287.5333333,-0.109666667,28338895.67,-102849713,376019669,19530778,0.587666667,535109,5.766666667,292406,203.0083584,0.003,0.077,0.109,0.064136851,0.139,3.5,18.1,773,1.73,0,1
26069,1,3.979782704,10.2,-0.151,4743,-7376933,8799594,975919,0.216,62042,2.9,25127,17.66799948,0.007,0.021,0.007,0.006885024,0.301,6,15.1,47,1.3,0,0
26073,0,0,17.5,-0.198,2734791,-14040185,5232817,6338890,0.357,87474,3.3,69872,47.10632964,0.028,0.039,0.026,0.017045455,0.132,3.8,23.4,90,1.41,0,0
26075,0,0,195.8,-0.135,23529829,-79588296,67708871,13532456,0.588,441455,4.8,158510,87.19584293,0.004,0.035,0.079,0.00852943,0.183,3.8,13.7,313,1.7,0,0
26077,1,0.37726453,203.5333333,-0.038666667,68751174.67,-18336416.67,147416016.3,20494970,0.556666667,501999,4.4,265066,182.0758445,0.002,0.048,0.105,0.02408834,0.154,3.3,14.4,721,1.945,0,1
26081,2,0.304434855,966.66,0.0842,204690964.2,143990827,696275921.4,94099418.4,0.6132,1276770.6,4.42,656955,299.1003071,0.002,0.104,0.093,0.029394707,0.141,2.9,11.3,1557,1.937,0,1
26087,0,0,55,0.05,20758857,6798682,7774170,7252139,0.585,77981,4.3,87607,52.47547725,0.003,0.046,0.012,0.005524673,0.189,5.4,10.1,116,1.64,0,0
26093,0,0,28.7,0.071,-2906701,11960997,26688986,7538960,0.682,116767,3.5,191995,131.1458837,0.002,0.024,0.006,0.009010651,0.179,3.3,5,142,1.32,0,0
26099,0,0,241.0666667,-0.024333333,12119135.67,-12883127.33,61940802,17913785.33,0.708666667,149472.3333,5.133333333,873972,704.1077053,0.003,0.026,0.114,0.038638538,0.174,4.2,11,1042,1.943,0,0
26103,0,0,108,-0.007,7421930,-2593427,46330712,5934608,0.662,147535,4.6,66699,14.23552484,0.008,0.015,0.016,0.009805244,0.196,4.8,14.1,263,1.57,0,0
26105,0,0,18.5,0.035,5460178,3460528,18242287,3918741,0.412,72878,3.5,29144,22.73373027,0.008,0.045,0.009,0.006382103,0.243,4.9,12.1,45,1.47,0,0
26107,0,0,15.3,0.018,4137467,1407260,18044439,4264524,0.312,70791,3.1,43453,30.22299393,0.004,0.022,0.028,0.007640439,0.186,4.7,18.4,49,1.28,0,0
26111,0,0,212.45,-0.024,131442727.5,-17751169,96130444,22722669.5,0.4285,554618.5,3.85,83156,62.19068178,0.004,0.027,0.014,0.022932801,0.189,3.7,11.3,324,1.93,0,0
26115,0,0,49.9,-0.185,2276866,-23000202,54358257,8176423,0.387,99768,4,150500,105.7772983,0.003,0.035,0.024,0.006179402,0.188,3.9,10,153,1.4,0,0
26117,0,0,20,0.065,2409349,7379248,25361542,6313274,0.408,103241,2.7,63888,34.97277221,0.005,0.035,0.021,0.003960055,0.181,4.1,14.3,109,1.107,0,0
26121,0,0,932.4,-0.061,110769952,-162755407,531119281,73604388,0.62,1396688,4.2,173566,132.9942076,0.007,0.056,0.136,0.005554083,0.176,4.3,15.7,331,1.92,0,0
26123,0,0,10.8,0.039,4384116,3726745,25163170,6180952,0.431,91094,4.4,48980,22.5430376,0.006,0.058,0.013,0.003266639,0.198,4.2,15.6,25,1.33,0,0
26125,3,0.238552653,401.04,-0.0522,22179774.3,-20404486,140350397.5,33857563,0.6118,383300,4.73,1257584,559.7804355,0.002,0.04,0.136,0.071734373,0.173,3.4,8.2,3404,1.588,1,1
26129,0,0,13.2,-0.112,4904918,-5791513,10897878,1826042,0.15,34289,1,20997,14.38676262,0.01,0.021,0.004,0.006238987,0.263,6.7,15.9,88,1.51,0,0
26133,0,0,3.9,0.16,1130371,11657526,12244655,4024761,0.154,42248,2,23460,15.99537074,0.008,0.018,0.011,0.002983802,0.216,4,17.6,25,1.19,0,0
26139,0,0,16.8,0.199,15666000,16951903,23453000,4669726,0.305,35103,2.3,291830,199.9517085,0.002,0.097,0.015,0.025953466,0.155,2.8,6.8,325,1.483,0,0
26145,0,0,235.1,-0.1255,18215221,-43772741.5,74449754,14264099,0.6255,183519,5.3,190539,91.90592569,0.002,0.084,0.181,0.012863508,0.196,4.8,17,684,1.59,1,0
26147,0,0,58.8,-0.086,3537356.5,713218.5,18592913.5,6313140,0.3985,76054.5,3.55,159128,85.177658,0.001,0.033,0.021,0.006799558,0.194,4.9,13.8,382,1.507,0,0
26161,1,0.27203408,675.3666667,0.052,61990443.67,300465401,325130604,62313223.67,0.791,1713803,5.633333333,367601,201.0439636,0.002,0.046,0.116,0.090220103,0.145,2.9,15,1502,1.843,0,1
26163,6,0.34298591,776.0294118,-0.039529412,107945850.2,-121811951.5,492799995.9,70825274.97,0.641941176,868884.7647,5.182352941,1749343,1103.64865,0.003,0.059,0.387,0.032800886,0.158,5.1,21.7,4271,1.695,1,1
26165,0,0,24.9,0.07,2044977,7997161,48171988,1073055,0.508,88504,3.5,33631,22.98535991,0.004,0.019,0.006,0.005768487,0.196,4.5,13.1,49,1.48,0,0
27003,0,0,314.2,-0.053,30399570,-38085664,311206684,25387569,0.689,95508,4.3,356921,326.57576,0.006,0.044,0.058,0.041989684,0.145,3.1,5.6,466,1.73,0,0
27005,0,0,14.4,0.056,13984775,8408044,22504613,1982365,0.401,146357,3.4,34423,10.10641445,0.073,0.02,0.005,0.005984371,0.211,4,11.1,36,1.44,0,0
27007,0,0,50.7,-0.151,8918163,-40541141,84662686,6672808,0.539,228273,3.6,47188,7.274066711,0.198,0.023,0.011,0.007904552,0.165,4.3,18.4,112,1.325,0,0
27013,0,0,95.9,-0.091,6332312,-38452901,146492654,5973042,0.595,208627,4.6,67653,34.9314809,0.003,0.035,0.034,0.022290216,0.142,2.8,15.1,167,1.64,0,0
27019,0,0,51,-0.081,28146861,-19089923,39394598,3077069,0.468,143755,3.6,105089,114.5545324,0.002,0.041,0.016,0.026977134,0.126,2.8,3.8,112,1.52,0,0
27025,0,0,20.5,0.028,583785,2711279,18952713,3011368,0.373,82254,3.2,56579,52.65133542,0.005,0.021,0.013,0.00975627,0.158,3.8,6.4,55,1.52,0,0
27035,0,0,47,0.054,13082577,13775963,67916460,3368535,0.37,247064,4.3,65055,25.15903481,0.008,0.014,0.007,0.004027361,0.23,4.3,12.6,152,1.525,0,0
27037,0,0,106.5,0.064,9837609,16418531,50886018,8224325,0.623,87369,4,429021,294.5139654,0.003,0.07,0.058,0.046067675,0.147,2.9,6.3,200,1.56,0,0
27047,0,0,34.6,-0.209,16249755,-47479943,95743197,5353109,0.421,281643,3.8,30281,16.53051963,0.002,0.096,0.012,0.02215911,0.225,3.4,9.9,159,1.42,0,0
27049,1,2.157962883,10.1,-0.157,3406141,-17400038,38861343,2029455,0.202,133729,2.8,46340,23.63934854,0.01,0.033,0.011,0.007596029,0.201,3,7.1,65,1.41,0,0
27053,4,0.315994954,467.5,-0.1024,68201828.7,-159052157,367112184.8,27598929,0.6359,576786,4.87,1265843,882.4532676,0.006,0.069,0.129,0.069152336,0.145,2.8,10.3,2867,1.856,1,1
27057,0,0,11.1,0.007,2473570,332825,7993370,1348629,0.446,18881,3.5,21491,8.960770861,0.021,0.021,0.006,0.005769857,0.252,5.4,12,25,1.4,0,0
27061,0,0,13.9,-0.021,1356473,-2004489,15187997,1936960,0.385,100506,3.1,45130,6.532702973,0.035,0.014,0.005,0.004121427,0.241,6,11.8,76,1.213,0,0
27067,0,0,28,-0.01,5187283,-1413852,48288658,2734626,0.346,69253,4.1,43199,20.91724054,0.002,0.119,0.047,0.008958541,0.191,3.5,11.5,81,1.42,0,0
27085,0,0,15,-0.069,3972060,-5067844,9390731,1094297,0.406,134234,4.1,35893,28.19688872,0.002,0.06,0.005,0.006240771,0.191,3.7,7.1,74,1.365,0,0
27091,0,0,7.8,-0.147,1890728,-9777240,27419108,1151074,0.142,69086,3.6,19683,10.66870871,0.001,0.043,0.003,0.003810395,0.241,3.8,13.7,55,1.36,0,0
27095,0,0,11.8,-0.027,450927,-1761295,13888699,2095644,0.347,46852,3.5,26277,17.72580536,0.048,0.023,0.004,0.007839556,0.186,5.4,12.4,61,1.335,0,0
27097,0,0,7.4,-0.069,1929650,-4878956,21277439,1411418,0.295,60719,2.7,33386,11.45717944,0.002,0.017,0.005,0.004612712,0.2,5.2,10.1,25,1.61,0,0
27099,0,0,426.9,-0.074,62982663,-165738467,824246074,33229562,0.482,1593868,5.2,40062,21.74526321,0.002,0.113,0.036,0.030702411,0.185,3,11.6,49,1.28,0,0
27105,0,0,8.1,-0.081,5887025,-3746498,14602125,1513765,0.169,42781,3.4,21629,11.67818982,0.004,0.272,0.045,0.066161172,0.168,3,10.8,48,1.18,0,0
27109,1,0.631739875,1094.55,0.1945,227644124.5,802473902,2040402681,46612871,0.59,1265159.5,5.15,158293,93.52164561,0.002,0.048,0.058,0.056275388,0.159,2.6,7.1,1176,1.835,1,1
27123,1,0.181712128,201.4,-0.15375,32358763.5,-59238030.75,120972016.5,10527784,0.70725,196049,4.85,550321,1395.878743,0.005,0.075,0.115,0.140201809,0.149,3,14.6,1148,1.798,1,1
27133,0,0,6,0.056,1003213,1502416,3683491,778719,0.238,22034,3.4,9315,7.454619523,0.007,0.03,0.011,0.010413312,0.205,2.3,8.9,25,0.92,0,0
27137,0,0,185.2,-0.0368,36440097.6,-2389204.8,141622455.2,9693205,0.5294,441660,5.22,199070,12.30219513,0.018,0.016,0.015,0.010549053,0.201,4,14.7,815,1.39,0,0
27145,1,0.620828806,320.05,0.0065,3223630437,6567967,410369794.5,12162954.5,0.5775,320951,4.55,161075,46.31437652,0.003,0.033,0.058,0.020903306,0.155,3.2,12.4,520,1.313,0,0
27163,0,0,36.65,0.0085,2167516.5,1548692,22800070.5,3497142,0.468,47003.5,2.95,262440,263.5965369,0.003,0.04,0.043,0.053246456,0.156,2.8,4.2,154,1.705,0,0
27171,0,0,9.1,0.076,280796901,6616444,32122339,2492143,0.365,21248,2.8,138377,80.81389517,0.003,0.029,0.014,0.010811045,0.13,3.3,4.9,69,1.375,0,0
28001,0,0,31.5,0.1,2608177,6386708,24602976,9948060,0.198,20900,4.5,30693,25.63166239,0.002,0.056,0.565,0.005962272,0.196,7.1,29.4,147,1.36,0,0
28003,0,0,71,0,6935790,68348,23833580,24342944,0.449,68898,4.5,36953,35.66511752,0,0.032,0.117,0.002652017,0.188,4.7,18.2,163,1.53,0,0
28027,1,4.519978304,17.9,-0.123,400315,-4460165,21012006,10158894,0.099,28361,5.3,22124,15.46117383,0.001,0.002,0.774,0.005378774,0.16,7.7,35.9,181,1.45,0,0
28033,0,0,202.2,-0.023,1044921,-6768233,141614367,40636119,0.676,87835,5.8,184945,149.915653,0.002,0.049,0.261,0.01165752,0.132,4.4,9,352,1.61,0,0
28035,1,1.335166963,187.2,0.038,9157085.5,5881701,148791079.5,33076089.5,0.636,81858,5.05,74897,62.04999093,0.002,0.03,0.369,0.009052432,0.139,5.1,24,559,1.77,0,0
28045,0,0,10.3,-0.087,2405100,-3403043,8330330,2772955,0.21,95084,4.3,47632,38.80215518,0.006,0.038,0.081,0.006970104,0.207,5.6,17.5,51,1.35,0,0
28047,1,0.480584391,112.1,-0.1095,11313835.5,-53615791,60843582,84788054,0.447,324298,4.2,208080,140.0527816,0.005,0.054,0.243,0.027494233,0.154,5.2,20,524,1.637,0,0
28049,1,0.431331953,365.36,-0.1116,94555380.2,-75955501.6,14593707,52567483.2,0.6364,275900.4,6.3,231840,102.9166338,0.001,0.015,0.719,0.008182367,0.148,5.2,19.4,1946,1.758,0,1
28059,0,0,192,-0.055,15678214,-23086739,54331456,58510397,0.585,355154,5,143617,76.71702913,0.003,0.063,0.211,0.023388596,0.163,6,17.9,328,1.68,0,0
28071,0,0,115.1,-0.012,2207182,-2590790,87729378,18608552,0.599,71988,4.3,54019,33.01732247,0.002,0.026,0.236,0.02067791,0.133,4.5,18,171,1.74,0,0
28075,0,0,78.5,-0.0905,6221221.5,-19676713,70078108.5,6688720.5,0.3485,76450,4.55,74125,40.67307824,0.002,0.023,0.434,0.008094435,0.178,5.5,25.5,558,1.33,0,0
28081,0,0,315.75,-0.062,19937142,-50305396.5,144831251,79534698.5,0.476,402891.5,5.7,85436,73.31248301,0.002,0.026,0.29,0.008427361,0.152,4.4,13.1,536,1.84,0,0
28087,0,0,70,0.104,3058828,20605475,78723916,19984158,0.441,90200,4.3,58595,44.76001464,0.002,0.02,0.436,0.009198737,0.163,5.3,23.1,159,1.95,0,0
28089,0,0,11.8,-0.01,397801,-326436,12956567,10121109,0.176,10841,4.4,106272,57.4262673,0.002,0.03,0.38,0.024898374,0.139,4.4,9.4,67,1.36,0,0
28095,0,0,28,0.016,1896902,658782,30425900,7384625,0.297,32956,5.2,35252,17.78993263,0,0.012,0.308,0.000851016,0.197,5.5,16.4,119,1.19,0,0
28121,0,0,45.7,0.163,3662101,19907364,50210088,12371905,0.289,59998,4.4,155271,77.30249815,0.001,0.027,0.204,0.011193333,0.157,3.9,9.6,337,1.473,0,0
28149,0,0,85.4,0.109,1975945,11362342,45298063,30902280,0.284,47487,5.8,45381,29.77263356,0.001,0.022,0.491,0.005310593,0.172,6,19.2,301,1.56,0,0
29001,0,0,18.7,0.509,2589436,33932614,19171109,5839788,0.375,35326,4.3,25343,17.2476211,0.002,0.013,0.034,0.023990846,0.151,3.9,23.9,51,1.78,0,0
29019,1,0.55413021,440.95,-0.1355,113326000.5,-149837558,195234510.5,39235639,0.6675,628797.5,7.05,180463,101.637159,0.002,0.034,0.088,0.043698708,0.128,2.4,16.8,865,2.03,0,1
